state,date,positive,negative,total,recovered,death,totalTestResults,Location,Governor.Political.Affiliation,State.Senate.Majority.Political.Affiliation,State.House.Majority.Political.Affiliation,State.Attorney.General.Political.Affiliation,State.Insurance.Commissioner.Political.Affiliation,StateClosureStartDate,closed,Region,POPESTIMATE2019,ClosureDateCat
MO,2020-04-29,7425,69734,77159,NA,318,77159,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,TRUE,North Central,6137428,Late
MS,2020-04-29,6569,59525,66094,3413,250,66094,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,TRUE,South,2976149,Late
MT,2020-04-29,451,13077,13528,382,16,13528,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,West,1068778,Early
NC,2020-04-29,9948,108492,118440,NA,354,118440,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,TRUE,South,10488084,Early
ND,2020-04-29,1033,24503,25536,437,19,25536,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,TRUE,North Central,762062,Early
NE,2020-04-29,3374,20257,23631,NA,55,23631,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,TRUE,North Central,1934408,Late
NH,2020-04-29,2010,18736,20827,936,60,20746,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,TRUE,Northeast,1359711,Early
NJ,2020-04-29,116264,125054,241935,15642,6770,241318,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,TRUE,Northeast,8882190,Middle
NM,2020-04-29,2974,58771,61745,705,110,61745,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,2096829,Early
NV,2020-04-29,4898,36130,41028,100,230,41028,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,3080156,Early
NY,2020-04-29,299691,572790,872481,53238,18015,872481,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,19453561,Middle
OH,2020-04-29,17303,111605,128908,NA,937,128908,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,North Central,11689100,Middle
OK,2020-04-29,3473,57794,61267,2319,214,61267,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,TRUE,South,3956971,Middle
OR,2020-04-29,2446,52026,54472,NA,101,54472,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,4217737,Early
PA,2020-04-29,44366,170517,214883,NA,2195,214883,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,Northeast,12801989,Early
RI,2020-04-29,8247,51918,60165,391,251,60165,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,Northeast,1059361,Late
SC,2020-04-29,5881,48336,54217,3252,203,54217,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,5148714,Middle
SD,2020-04-29,2373,14460,16833,1492,13,16833,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,North Central,884659,Middle
TN,2020-04-29,10366,158183,168549,5140,195,168549,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,South,6829174,Late
TX,2020-04-29,27054,287736,314790,12507,732,314790,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,South,28995881,Late
UT,2020-04-29,4495,101283,105778,1790,45,105778,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,3205958,Middle
VA,2020-04-29,14961,70979,86560,2042,522,85940,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,8535519,Middle
VT,2020-04-29,862,14567,15429,NA,47,15429,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,623989,Late
WA,2020-04-29,13842,168673,182515,NA,786,182515,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,TRUE,West,7614893,Middle
WI,2020-04-29,6520,66630,73377,NA,308,73150,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,TRUE,North Central,5822434,Late
WV,2020-04-29,1095,41976,43071,504,38,43071,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,1792147,Middle
WY,2020-04-29,536,8681,9217,362,7,9217,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,West,578759,Late
AK,2020-04-28,351,16738,17089,228,9,17089,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,TRUE,West,731545,Early
AL,2020-04-28,6687,69140,75827,NA,242,75827,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,South,4903185,Late
AR,2020-04-28,3111,37560,40671,1146,52,40671,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,South,3017804,Middle
AZ,2020-04-28,6948,60490,67438,1450,293,67438,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,7278717,Early
CA,2020-04-28,45031,532577,577608,NA,1809,577608,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,TRUE,West,39512223,Late
CO,2020-04-28,13879,52462,66341,2275,706,66341,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,West,5758736,Late
CT,2020-04-28,26312,66433,92745,NA,2089,92745,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,3565287,Middle
DE,2020-04-28,4575,16605,21180,1096,137,21180,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,TRUE,South,973764,Early
FL,2020-04-28,32846,334029,368091,NA,1154,366875,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,21477737,Early
GA,2020-04-28,24615,115405,140020,NA,1026,140020,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,TRUE,South,10617423,Middle
HI,2020-04-28,607,28576,29183,493,16,29183,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,TRUE,West,1415872,Late
IA,2020-04-28,6376,33447,39823,2164,136,39823,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,3155070,Early
ID,2020-04-28,1917,18135,20052,1039,58,20052,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,West,1787065,Late
IL,2020-04-28,48102,194087,242189,NA,2125,242189,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,North Central,12671821,Middle
IN,2020-04-28,16588,70593,87181,NA,901,87181,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,North Central,6732219,Late
KS,2020-04-28,3491,24599,28090,NA,124,28090,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,TRUE,North Central,2913314,Middle
KY,2020-04-28,4146,44653,48799,1521,213,48799,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,4467673,Early
LA,2020-04-28,27286,123822,151108,17303,1801,151108,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,South,4648794,Early
MA,2020-04-28,58302,196198,254500,NA,3153,254500,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,6892503,Middle
MD,2020-04-28,20113,87672,107785,1295,1016,107785,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,6045680,Early
ME,2020-04-28,1040,16784,17824,585,51,17824,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,TRUE,Northeast,1344212,Late
MI,2020-04-28,39262,125543,164805,8342,3567,164805,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,9986857,Early
MN,2020-04-28,4181,59648,63829,1912,301,63829,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,TRUE,North Central,5639632,Middle
MO,2020-04-28,7303,66200,73503,NA,314,73503,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,TRUE,North Central,6137428,Late
MS,2020-04-28,6342,58070,64412,NA,239,64412,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,TRUE,South,2976149,Late
MT,2020-04-28,451,12740,13191,356,15,13191,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,West,1068778,Early
NC,2020-04-28,9568,103184,112752,NA,342,112752,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,TRUE,South,10488084,Early
ND,2020-04-28,991,22732,23723,409,19,23723,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,TRUE,North Central,762062,Early
NE,2020-04-28,3358,20247,23605,NA,55,23605,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,TRUE,North Central,1934408,Late
NH,2020-04-28,1938,18207,20368,798,60,20145,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,TRUE,Northeast,1359711,Early
NJ,2020-04-28,113856,120503,234359,15642,6442,234359,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,TRUE,Northeast,8882190,Middle
NM,2020-04-28,2823,55980,58803,666,104,58803,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,2096829,Early
NV,2020-04-28,4805,35314,40119,NA,219,40119,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,3080156,Early
NY,2020-04-28,295106,549888,844994,51673,17638,844994,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,19453561,Middle
OH,2020-04-28,16128,106578,122706,NA,799,122706,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,North Central,11689100,Middle
OK,2020-04-28,3410,56289,59699,2260,207,59699,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,TRUE,South,3956971,Middle
OR,2020-04-28,2354,48844,51198,NA,92,51198,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,4217737,Early
PA,2020-04-28,43264,165824,209088,NA,1716,209088,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,Northeast,12801989,Early
RI,2020-04-28,7926,49767,57693,466,239,57693,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,Northeast,1059361,Late
SC,2020-04-28,5613,46532,52145,2830,177,52145,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,5148714,Middle
SD,2020-04-28,2313,14299,16612,1392,11,16612,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,North Central,884659,Middle
TN,2020-04-28,10052,151876,161928,4921,188,161928,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,South,6829174,Late
TX,2020-04-28,26171,274213,300384,11786,690,300384,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,South,28995881,Late
UT,2020-04-28,4343,98096,102439,1704,45,102439,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,3205958,Middle
VA,2020-04-28,13794,68959,83313,1914,492,82753,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,8535519,Middle
VT,2020-04-28,862,14353,15215,NA,47,15215,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,623989,Late
WA,2020-04-28,13686,165993,179679,NA,765,179679,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,TRUE,West,7614893,Middle
WI,2020-04-28,6289,63535,70017,NA,300,69824,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,TRUE,North Central,5822434,Late
WV,2020-04-28,1079,41976,43055,481,37,43055,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,1792147,Middle
WY,2020-04-28,389,8226,8615,343,7,8615,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,West,578759,Late
AK,2020-04-27,345,15911,16256,218,9,16256,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,TRUE,West,731545,Early
AL,2020-04-27,6499,67498,73997,NA,222,73997,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,South,4903185,Late
AR,2020-04-27,3017,37440,40457,987,50,40457,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,South,3017804,Middle
AZ,2020-04-27,6716,59827,66543,1418,275,66543,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,7278717,Early
CA,2020-04-27,43464,509945,553409,NA,1755,553409,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,TRUE,West,39512223,Late
CO,2020-04-27,13441,49833,63274,2150,680,63274,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,West,5758736,Late
CT,2020-04-27,25269,54542,79811,NA,1998,79811,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,3565287,Middle
DE,2020-04-27,4162,15454,19616,996,125,19616,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,TRUE,South,973764,Early
FL,2020-04-27,32138,324325,357562,NA,1101,356463,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,21477737,Early
GA,2020-04-27,23913,103256,127169,NA,971,127169,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,TRUE,South,10617423,Middle
HI,2020-04-27,606,28404,29010,488,14,29010,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-23,TRUE,West,1415872,Late
IA,2020-04-27,5868,32282,38150,2021,127,38150,Iowa,Republican,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,3155070,Early
ID,2020-04-27,1897,17998,19895,983,56,19895,Idaho,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,West,1787065,Late
IL,2020-04-27,45883,181745,227628,NA,1983,227628,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,North Central,12671821,Middle
IN,2020-04-27,15961,68515,84476,NA,844,84476,Indiana,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,North Central,6732219,Late
KS,2020-04-27,3328,23839,27167,NA,120,27167,Kansas,Democrat,Republican,Republican,Republican,Republican,2020-03-18,TRUE,North Central,2913314,Middle
KY,2020-04-27,4074,44400,48474,1511,208,48474,Kentucky,Democrat,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,4467673,Early
LA,2020-04-27,27068,119921,146989,17303,1670,146989,Louisiana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,South,4648794,Early
MA,2020-04-27,56462,188425,244887,NA,3003,244887,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,6892503,Middle
MD,2020-04-27,19487,85489,104976,1263,945,104976,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,6045680,Early
ME,2020-04-27,1023,16784,17807,549,51,17807,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,2020-04-02,TRUE,Northeast,1344212,Late
MI,2020-04-27,38210,119550,157760,8342,3407,157760,Michigan,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,North Central,9986857,Early
MN,2020-04-27,3816,57452,61268,1842,286,61268,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,2020-03-18,TRUE,North Central,5639632,Middle
MO,2020-04-27,7171,63935,71106,NA,288,71106,Missouri,Republican,Republican,Republican,Appointed,Appointed,2020-03-19,TRUE,North Central,6137428,Late
MS,2020-04-27,6094,57368,63462,NA,229,63462,Mississippi,Republican,Republican,Republican,Democrat,Republican,2020-03-20,TRUE,South,2976149,Late
MT,2020-04-27,449,12584,13033,352,14,13033,Montana,Democrat,Republican,Republican,Republican,Republican,2020-03-16,TRUE,West,1068778,Early
NC,2020-04-27,9142,100778,109920,NA,306,109920,North Carolina,Democrat,Republican,Republican,Democrat,Republican,2020-03-16,TRUE,South,10488084,Early
ND,2020-04-27,942,21492,22434,350,19,22434,North Dakota,Republican,Republican,Republican,Republican,Republican,2020-03-16,TRUE,North Central,762062,Early
NE,2020-04-27,3028,19335,22363,NA,56,22363,Nebraska,Republican,N/A,N/A,Republican,Appointed,2020-03-23,TRUE,North Central,1934408,Late
NH,2020-04-27,1864,17860,19994,779,60,19724,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,2020-03-16,TRUE,Northeast,1359711,Early
NJ,2020-04-27,111188,116587,227775,NA,6044,227775,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,2020-03-18,TRUE,Northeast,8882190,Middle
NM,2020-04-27,2726,53889,56615,650,99,56615,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,2096829,Early
NV,2020-04-27,4690,34123,38813,NA,206,38813,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,3080156,Early
NY,2020-04-27,291996,534099,826095,50751,17303,826095,New York,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,19453561,Middle
OH,2020-04-27,15699,103692,119391,NA,753,119391,Ohio,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,North Central,11689100,Middle
OK,2020-04-27,3280,49891,53171,2167,197,53171,Oklahoma,Republican,Republican,Republican,Republican,Republican,2020-03-17,TRUE,South,3956971,Middle
OR,2020-04-27,2354,48844,51198,NA,92,51198,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,West,4217737,Early
PA,2020-04-27,42050,161372,203422,NA,1597,203422,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,2020-03-16,TRUE,Northeast,12801989,Early
RI,2020-04-27,7708,48177,55885,452,233,55885,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,Northeast,1059361,Late
SC,2020-04-27,5490,45271,50761,3701,174,50761,South Carolina,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,5148714,Middle
SD,2020-04-27,2245,14130,16375,1316,11,16375,South Dakota,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,North Central,884659,Middle
TN,2020-04-27,9918,144484,154402,4720,184,154402,Tennessee,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,South,6829174,Late
TX,2020-04-27,25297,265220,290517,11170,663,290517,Texas,Republican,Republican,Republican,Republican,Appointed,2020-03-23,TRUE,South,28995881,Late
UT,2020-04-27,4233,95962,100195,1641,41,100195,Utah,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,3205958,Middle
VA,2020-04-27,13535,67144,81221,1843,458,80679,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-16,TRUE,South,8535519,Middle
VT,2020-04-27,855,14218,15073,NA,47,15073,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,2020-03-18,TRUE,Northeast,623989,Late
WA,2020-04-27,13521,161956,175477,NA,749,175477,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-17,TRUE,West,7614893,Middle
WI,2020-04-27,6081,61311,67596,NA,281,67392,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,2020-03-18,TRUE,North Central,5822434,Late
WV,2020-04-27,1063,41976,43039,455,36,43039,West Virginia,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,1792147,Middle
WY,2020-04-27,370,7797,8167,342,7,8167,Wyoming,Republican,Republican,Republican,Appointed,Appointed,2020-03-20,TRUE,West,578759,Late
AK,2020-04-26,341,15836,16177,217,9,16177,Alaska,Republican,Republican,Republican,Appointed,Appointed,2020-03-16,TRUE,West,731545,Early
AL,2020-04-26,6270,67281,73551,NA,216,73551,Alabama,Republican,Republican,Republican,Republican,Appointed,2020-03-19,TRUE,South,4903185,Late
AR,2020-04-26,2941,36528,39469,985,49,39469,Arkansas,Republican,Republican,Republican,Republican,Appointed,2020-03-17,TRUE,South,3017804,Middle
AZ,2020-04-26,6526,58285,64811,1383,275,64811,Arizona,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,West,7278717,Early
CA,2020-04-26,42164,483920,526084,NA,1710,526084,California,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-19,TRUE,West,39512223,Late
CO,2020-04-26,12968,46823,59791,2150,672,59791,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-23,TRUE,West,5758736,Late
CT,2020-04-26,25269,54542,79811,NA,1924,79811,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,2020-03-17,TRUE,Northeast,3565287,Middle
DE,2020-04-26,4034,15215,19249,911,120,19249,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,2020-03-16,TRUE,South,973764,Early
FL,2020-04-26,31528,313085,345796,NA,1094,344613,Florida,Republican,Republican,Republican,Republican,Appointed,2020-03-16,TRUE,South,21477737,Early
GA,2020-04-26,23401,99822,123223,NA,912,123223,Georgia,Republican,Republican,Republican,Republican,Appointed,2020-03-18,TRUE,South,10617423,Middle
