state,date,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,hash,dateChecked,death,hospitalized,total,totalTestResults,posNeg,fips,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,StateClosureStartDate,ClosureDateCat,Location,Governor.Political.Affiliation,State.Senate.Majority.Political.Affiliation,State.House.Majority.Political.Affiliation,State.Attorney.General.Political.Affiliation,State.Insurance.Commissioner.Political.Affiliation,closed,Region,POPESTIMATE2019,date_diff,percent_positive,positive_percent_change,percent_positive_percent_change,total_tests_percent_cange,hospitalized_percent_change,death_percent_change
GA,2020-05-01,27270,141097,NA,NA,5269,NA,1215,NA,NA,NA,33b8c94a334a7f3a7ba505afcee1406b35570d39,2020-05-01T20:00:00Z,1154,5269,168367,168367,168367,13,34,113,18208,1115,19323,2020-03-18,Middle,Georgia,Republican,Republican,Republican,Republican,Appointed,TRUE,South,10617423,44,0.16196760647870426,0.04263047218505066,-0.07702925373106487,0.1296462789511822,0.02191621411947246,0.030357142857142857
HI,2020-05-01,618,30476,NA,NA,70,NA,NA,NA,NA,526,f6ff4036a49192436393354606e21ec017941492,2020-05-01T20:00:00Z,16,70,31094,31094,31094,15,0,1,449,5,454,2020-03-23,Late,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,TRUE,West,1415872,39,0.01987521708368174,0.008156606851549755,-0.006563378662316449,0.014817232375979112,0.014492753623188406,0
IA,2020-05-01,7884,37708,NA,345,NA,121,NA,91,NA,2899,947ce84099cf7a235f55c6ec9139c568aff26ba3,2020-05-01T20:00:00Z,170,NA,45592,45592,45592,19,8,0,2186,739,2925,2020-03-16,Early,Iowa,Republican,Republican,Republican,Democrat,Appointed,TRUE,North Central,3155070,46,0.17292507457448675,0.10342897130860741,0.03263739328551445,0.06855415192068812,NA,0.04938271604938271
ID,2020-05-01,2015,27210,NA,NA,178,NA,75,NA,NA,1175,499d2a365b879606fc315e54f98851e264820908,2020-05-01T20:00:00Z,63,178,29225,29225,29225,16,3,3,501,31,532,2020-03-23,Late,Idaho,Republican,Republican,Republican,Republican,Appointed,TRUE,West,1787065,39,0.06894781864841745,0.015625,-0.0028630188674397057,0.018541107587216395,0.017142857142857144,0.05
IL,2020-05-01,56055,228633,NA,4900,NA,1263,NA,777,NA,NA,76e75020ebd41f20b83876c163774035b1d1f68b,2020-05-01T20:00:00Z,2457,NA,284688,284688,284688,17,102,0,11684,3137,14821,2020-03-17,Middle,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,North Central,12671821,45,0.196899763952116,0.05928039608450811,0.004133727869307255,0.054919645603204545,NA,0.04331210191082802
IN,2020-05-01,18630,81009,NA,1431,NA,514,NA,257,NA,NA,2fb87457d5dac719c2ac0995c56295feceecf224,2020-05-01T20:00:00Z,1175,NA,99639,99639,99639,18,61,0,3846,795,4641,2020-03-19,Late,Indiana,Republican,Republican,Republican,Republican,Appointed,TRUE,North Central,6732219,43,0.18697497967663265,0.044575273338940284,-0.004079105688814084,0.04885366007705425,NA,0.05475763016157989
KS,2020-05-01,4449,28585,NA,NA,534,NA,206,NA,96,280,d32563d4b94f19179fda50e518b4b4451fb7643c,2020-05-01T20:00:00Z,130,534,33034,33034,33034,20,1,11,1197,211,1408,2020-03-18,Middle,Kansas,Democrat,Republican,Republican,Republican,Republican,TRUE,North Central,2913314,44,0.13467942120239754,0.04978763567720623,0.005042795787163779,0.04452033137292102,0.021032504780114723,0.007751937984496124
KY,2020-05-01,4708,51904,NA,330,1375,178,642,NA,NA,1675,61da377ebe0cbf53b1b900e478bdf81be4dbec16,2020-05-01T20:00:00Z,240,1375,56612,56612,56612,21,5,16,2342,169,2511,2020-03-16,Early,Kentucky,Democrat,Republican,Republican,Republican,Appointed,TRUE,South,4467673,46,0.08316258037165265,0.037232870676360434,-0.00877313492399214,0.04641319014435962,0.01177336276674025,0.02127659574468085
LA,2020-05-01,28711,139540,NA,1607,NA,NA,NA,230,NA,17303,f92c617aff82cecf8169e6fdfef6e66044d518ae,2020-05-01T20:00:00Z,1927,NA,168251,168251,168251,22,65,0,6232,710,6942,2020-03-16,Early,Louisiana,Democrat,Republican,Republican,Republican,Republican,TRUE,South,4648794,46,0.1706438594718605,0.0253562372772401,-0.016949742815220884,0.04303541649876944,NA,0.03490870032223416
MA,2020-05-01,64311,225325,NA,3716,6169,947,NA,NA,NA,NA,4bedeab225e7c054854c8c49222b0d98661c47e4,2020-05-01T20:00:00Z,3716,6169,289636,289636,289636,25,154,227,11883,2106,13989,2020-03-17,Middle,Massachusetts,Republican,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,6892503,45,0.22204076841276638,0.03385579937304075,-0.01607794265901457,0.05074969072763353,0.038202625378660385,0.043234138124649074
MD,2020-05-01,23472,97511,NA,1668,4718,568,NA,NA,NA,1517,6f3d7561a691a393a0828135f31b1f7197690789,2020-05-01T20:00:00Z,1192,4718,120983,120983,120983,24,52,159,4894,1730,6624,2020-03-16,Early,Maryland,Republican,Democrat,Democrat,Democrat,Appointed,TRUE,South,6045680,46,0.19401072878007655,0.07956949682641891,0.020461455142627122,0.05792285696796929,0.03487606931344593,0.0456140350877193
ME,2020-05-01,1123,19546,NA,37,177,17,NA,9,NA,657,d9bc84de11a726df51c3dc40e14d2319768b15e5,2020-05-01T20:00:00Z,55,177,20669,20669,20669,23,2,7,0,28,28,2020-04-02,Late,Maine,Democrat,Democrat,Democrat,Appointed,Appointed,TRUE,Northeast,1344212,29,0.05433257535439547,0.025570776255707764,0.024181443447488595,0.001356523424252701,0.041176470588235294,0.03773584905660377
MI,2020-05-01,42356,148149,NA,2319,NA,966,NA,760,NA,8342,23a13755d3838194164378c2ddff31937ea4a240,2020-05-01T20:00:00Z,3866,NA,190505,190505,190505,26,77,0,9261,977,10238,2020-03-16,Early,Michigan,Democrat,Republican,Republican,Democrat,Appointed,TRUE,North Central,9986857,46,0.22233537177501903,0.023611010415911453,-0.031399248306532304,0.05679353403562493,NA,0.02032198469253101
MN,2020-05-01,5730,69099,NA,369,1096,118,380,NA,NA,2282,770b5d70e5d2c28e7dd31406fda38a66674a11f0,2020-05-01T20:00:00Z,371,1096,74829,74829,74829,27,28,52,3959,594,4553,2020-03-18,Middle,Minnesota,Democrat,Republican,Democrat,Democrat,Appointed,TRUE,North Central,5639632,44,0.076574590065349,0.11565420560747663,0.04777178482087234,0.06478740964198304,0.04980842911877394,0.08163265306122448
MO,2020-05-01,7835,74590,NA,883,NA,NA,NA,137,NA,NA,77bae1cd8fe92a10b390dd3f6d3e83e12bb19cfd,2020-05-01T20:00:00Z,337,NA,82425,82425,82425,29,8,0,1465,273,1738,2020-03-19,Late,Missouri,Republican,Republican,Republican,Appointed,Appointed,TRUE,North Central,6137428,43,0.09505611161662117,0.03610156043374769,0.01425449734779152,0.021540025035011835,NA,0.0243161094224924
MS,2020-05-01,7212,64336,NA,651,1226,160,NA,75,NA,3413,326ff79bfb063fd6068cd515d209f6eb1d00aeb2,2020-05-01T20:00:00Z,281,1226,71548,71548,71548,28,20,51,4811,397,5208,2020-03-20,Late,Mississippi,Republican,Republican,Republican,Democrat,Republican,TRUE,South,2976149,42,0.1007994632973668,0.0582538517975055,-0.01877676076008804,0.07850467289719626,0.04340425531914894,0.07662835249042145
MT,2020-05-01,453,13750,NA,5,61,NA,NA,NA,NA,397,8a5bc41a3630f3b87f1fcf4ebf1795d41ab1b41b,2020-05-01T20:00:00Z,16,61,14203,14203,14203,30,0,0,289,0,289,2020-03-16,Early,Montana,Democrat,Republican,Republican,Republican,Republican,TRUE,West,1068778,46,0.03189467014011124,0,-0.02034781814569533,0.020770447031766566,0,0
NC,2020-05-01,10923,122909,NA,547,NA,NA,NA,NA,NA,NA,a3c2fb2312994ae51b89bf0936266a34d87d0e26,2020-05-01T20:00:00Z,399,NA,133832,133832,133832,37,21,0,5382,414,5796,2020-03-16,Early,North Carolina,Democrat,Republican,Republican,Democrat,Republican,TRUE,South,10488084,46,0.08161725147946679,0.03939480445332572,-0.005619340656960749,0.045268518229248024,NA,0.05555555555555555
ND,2020-05-01,1107,28418,NA,27,86,NA,NA,NA,NA,482,694d83f4b959faf9b1c873edf866f03f36734a92,2020-05-01T20:00:00Z,23,86,29525,29525,29525,38,4,1,2025,40,2065,2020-03-16,Early,North Dakota,Republican,Republican,Republican,Republican,Republican,TRUE,North Central,762062,46,0.037493649449618964,0.03748828491096532,-0.03507441280224933,0.07520029133284778,0.011764705882352941,0.21052631578947367
NE,2020-05-01,4281,23104,NA,NA,NA,NA,NA,NA,NA,NA,f9f9bbe4ae4970fd58a1e99ca5d3cf005643649e,2020-05-01T20:00:00Z,70,NA,27385,27385,27385,31,2,0,1567,497,2064,2020-03-23,Late,Nebraska,Republican,N/A,N/A,Republican,Appointed,TRUE,North Central,1934408,39,0.15632645608909987,0.13134249471458773,0.046073518069767436,0.0815133683503811,NA,0.029411764705882353
NH,2020-05-01,2146,19903,302,112,262,NA,NA,NA,NA,980,83ad58b21639cf7895582a76dd5eeec94072c0f0,2020-05-01T20:00:00Z,72,262,22351,22049,22049,33,6,3,36,92,128,2020-03-16,Early,New Hampshire,Republican,Democrat,Democrat,Appointed,Appointed,TRUE,Northeast,1359711,46,0.0960136011811552,0.044790652385589096,0.03740498879892897,0.007119361960978687,0.011583011583011582,0.09090909090909091
NJ,2020-05-01,121190,135355,583,5972,NA,1724,NA,1286,NA,15642,74f5c8c358fdc8d647f80edfd05d3ceff4842d41,2020-05-01T20:00:00Z,7538,NA,257128,256545,256545,34,310,0,6089,2538,8627,2020-03-18,Middle,New Jersey,Democrat,Democrat,Democrat,Appointed,Appointed,TRUE,Northeast,8882190,44,0.47132167636352323,0.021390284192428277,-0.013295864952162593,0.03515354514565452,NA,0.042888765910348646
NM,2020-05-01,3411,64458,NA,172,536,NA,NA,NA,NA,760,85766dc067e66f8da5342e6e54959f0d816740d9,2020-05-01T20:00:00Z,123,536,67869,67869,67869,35,11,0,2586,198,2784,2020-03-16,Early,New Mexico,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,West,2096829,46,0.05025858639437741,0.06162464985994398,0.01807658568627456,0.04277483291080894,0,0.09821428571428571
NV,2020-05-01,5227,38368,NA,NA,NA,NA,NA,NA,NA,182,3f34a96d819ede1db3d81c5cc1309ebc651031ba,2020-05-01T20:00:00Z,243,NA,43595,43595,43595,32,6,0,1380,229,1609,2020-03-16,Early,Nevada,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,West,3080156,46,0.11989907099438009,0.04581832733093237,0.007219366747899137,0.038322297908826755,NA,0.02531645569620253
NY,2020-05-01,308314,619124,NA,10993,67180,NA,NA,NA,NA,56187,1040a50dcd205824d909fee1957f07e1f0624cae,2020-05-01T20:00:00Z,18610,67180,927438,927438,927438,36,289,811,22860,3942,26802,2020-03-18,Middle,New York,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,19453561,44,0.3324362383253651,0.012951257014442852,-0.016321988726400574,0.029758970327635137,0.012219560336904278,0.01577424813056056
OH,2020-05-01,18743,121763,NA,NA,3634,NA,1056,NA,NA,NA,955a3376ddd26b76485da8840af1281780b00c0b,2020-05-01T20:00:00Z,1002,3634,140506,140506,140506,39,27,101,5900,716,6616,2020-03-17,Middle,Ohio,Republican,Republican,Republican,Republican,Appointed,TRUE,North Central,11689100,45,0.13339643858625255,0.039718200477062184,-0.009238962794142177,0.04941369781163642,0.028587602604019248,0.027692307692307693
OK,2020-05-01,3748,59804,NA,255,715,113,NA,NA,NA,2467,ee2ac4c88066f5b4cd96564eec31ee22b2632246,2020-05-01T20:00:00Z,230,715,63552,63552,63552,40,8,12,0,130,130,2020-03-17,Middle,Oklahoma,Republican,Republican,Republican,Republican,Republican,TRUE,South,3956971,45,0.05897532729103726,0.035931453841901606,0.03381237948977336,0.00204976191227019,0.017069701280227598,0.036036036036036036
OR,2020-05-01,2579,55597,NA,208,591,49,NA,23,NA,NA,62d650de76410a635d6f8fc182364df0f3a369a6,2020-05-01T20:00:00Z,104,591,58176,58176,58176,41,1,13,2075,69,2144,2020-03-16,Early,Oregon,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,West,4217737,46,0.044330995599559955,0.02749003984063745,-0.01037674586772915,0.03826384922901199,0.02249134948096886,0.009708737864077669
PA,2020-05-01,46971,180477,NA,2683,NA,NA,NA,590,NA,NA,63dba92bf2a5f401ffdf185ae9d51628132e8d99,2020-05-01T20:00:00Z,2354,NA,227448,227448,227448,42,62,0,4875,1208,6083,2020-03-16,Early,Pennsylvania,Democrat,Republican,Republican,Democrat,Appointed,TRUE,Northeast,12801989,46,0.20651313706869262,0.02639687083451697,-0.0010536771626641476,0.02747950217965803,NA,0.027050610820244327
RI,2020-05-01,8962,57686,NA,352,937,76,NA,51,NA,485,b6dc9871f69ab1f13c2e8aea8b14336941e76d3b,2020-05-01T20:00:00Z,279,937,66648,66648,66648,44,13,41,2597,341,2938,2020-03-23,Late,Rhode Island,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,1059361,39,0.13446765094226384,0.03955457603526273,-0.006271424984340571,0.046115209543242816,0.04575892857142857,0.04887218045112782
SC,2020-05-01,6258,53121,NA,NA,1110,NA,NA,NA,NA,3622,8258efc898516f6fce4130983a6c7f35fe5e6196,2020-05-01T20:00:00Z,256,1110,59379,59379,59379,45,12,110,2704,163,2867,2020-03-16,Middle,South Carolina,Republican,Republican,Republican,Republican,Appointed,TRUE,South,5148714,46,0.10539079472540797,0.026743232157506153,-0.02283107349630853,0.050732587768969425,0.11,0.04918032786885246
SD,2020-05-01,2525,14838,NA,69,179,NA,NA,NA,NA,1686,e08bfaa69b7880a3c245f2bc69df0496f95703a7,2020-05-01T20:00:00Z,21,179,17363,17363,17363,46,4,6,259,76,335,2020-03-16,Middle,South Dakota,Republican,Republican,Republican,Republican,Appointed,TRUE,North Central,884659,46,0.14542417784944997,0.0310330747243773,0.01114042588158425,0.019673478975804556,0.03468208092485549,0.23529411764705882
TN,2020-05-01,11891,174241,NA,NA,1113,NA,NA,NA,NA,5546,fbce2911ced0bfb999646b200379f802b2e9b922,2020-05-01T20:00:00Z,204,1113,186132,186132,186132,47,9,100,16058,1525,17583,2020-03-20,Late,Tennessee,Republican,Republican,Republican,Appointed,Appointed,TRUE,South,6829174,42,0.0638847699482088,0.14711557013312754,0.03875304830503555,0.10431981204278874,0.09871668311944719,0.046153846153846156
TX,2020-05-01,29229,322546,NA,1778,NA,NA,NA,NA,NA,14122,ad8c35afbe199853db1a7f148c79c8d9ae91ccb1,2020-05-01T20:00:00Z,816,NA,351775,351775,351775,48,34,0,20333,1142,21475,2020-03-23,Late,Texas,Republican,Republican,Republican,Republican,Appointed,TRUE,South,28995881,39,0.08309004335157416,0.04065937978424182,-0.022870324246092442,0.0650166515289131,NA,0.043478260869565216
UT,2020-05-01,4828,107730,NA,NA,403,NA,NA,NA,NA,2062,e8779ffd446f06ceb78905c8d0f3142fb13c78d1,2020-05-01T20:00:00Z,46,403,112558,112558,112558,49,0,13,3901,156,4057,2020-03-16,Middle,Utah,Republican,Republican,Republican,Republican,Appointed,TRUE,West,3205958,46,0.042893441603440004,0.03339041095890411,-0.0038567314978596424,0.0373913604482908,0.03333333333333333,0
VA,2020-05-01,16901,88747,468,1431,3654,366,NA,193,NA,2196,195b6b0392ceb0b7acb785a8f4eccab4264f7026,2020-05-01T20:00:00Z,581,3654,106116,105648,105648,51,29,0,13084,1055,14139,2020-03-16,Middle,Virginia,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,South,8535519,46,0.159269101737721,0.06657831629433296,-0.07437775202675757,0.15228250010858707,0,0.05253623188405797
VT,2020-05-01,879,15354,NA,19,NA,NA,NA,NA,NA,NA,95d41bf5d7f34b2e23809b9f0dca2499ec91d416,2020-05-01T20:00:00Z,50,NA,16233,16233,16233,50,1,0,568,13,581,2020-03-18,Late,Vermont,Republican,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,623989,44,0.05414895583071521,0.015011547344110854,-0.021317021579676736,0.03711985688729875,NA,0.02040816326530612
WA,2020-05-01,14327,179654,NA,470,NA,120,NA,NA,NA,NA,cc3187e494257d1bcfe38de1e800e7c2fd61bbeb,2020-05-01T20:00:00Z,814,NA,193981,193981,193981,53,13,0,5924,257,6181,2020-03-17,Middle,Washington,Democrat,Democrat,Democrat,Democrat,Democrat,TRUE,West,7614893,45,0.07385774895479454,0.018265813788201846,-0.014180151940298563,0.03291267305644303,NA,0.016229712858926344
WI,2020-05-01,7314,72566,218,560,1544,127,391,NA,NA,3352,98d8626b8fbd4ef7caec5d9236c97c2b73c71936,2020-05-01T20:00:00Z,327,1544,80098,79880,79880,55,11,32,3172,460,3632,2020-03-18,Late,Wisconsin,Democrat,Republican,Republican,Democrat,Appointed,TRUE,North Central,5822434,44,0.09131314140178282,0.06711409395973154,0.018419964613802114,0.0478134034509373,0.021164021164021163,0.03481012658227848
WV,2020-05-01,1136,45708,NA,81,NA,33,NA,18,NA,555,002aa67e5e412dcae7ee0483fa3caf7889d4ce6c,2020-05-01T20:00:00Z,46,NA,46844,46844,46844,54,5,0,2285,18,2303,2020-03-16,Middle,West Virginia,Republican,Republican,Republican,Republican,Appointed,TRUE,South,1792147,46,0.02425070446588677,0.016100178890876567,-0.03385455557781744,0.0517051705170517,NA,0.12195121951219512
WY,2020-05-01,559,9136,NA,13,56,NA,NA,NA,NA,373,c295e3312ab8824563ff0ff9a364ca2aeb917294,2020-05-01T20:00:00Z,7,56,9695,9695,9695,56,0,0,234,15,249,2020-03-20,Late,Wyoming,Republican,Republican,Republican,Appointed,Appointed,TRUE,West,578759,42,0.05765858690046416,0.027573529411764705,0.001182008827205858,0.0263603641753123,0,0
AK,2020-04-30,355,18764,NA,19,NA,NA,NA,NA,NA,252,78605f774dcba587c8b24512354a3830ef3b5e4f,2020-04-30T20:00:00Z,9,NA,19119,19119,19119,02,0,0,0,0,0,2020-03-16,Early,Alaska,Republican,Republican,Republican,Appointed,Appointed,TRUE,West,731545,45,0.018567916732046656,0,1.4430985845535036e-8,0,NA,0
AL,2020-04-30,7019,80177,NA,NA,978,NA,335,NA,195,NA,47546b95299bd673c18e27d5284d7ba75b362464,2020-04-30T20:00:00Z,269,978,87196,87196,87196,01,24,33,6570,177,6747,2020-03-19,Late,Alabama,Republican,Republican,Republican,Republican,Appointed,TRUE,South,4903185,42,0.08049681178035689,0.025869628763519437,-0.053509495967845655,0.08386679759847854,0.03492063492063492,0.09795918367346938
AR,2020-04-30,3255,45124,NA,95,402,NA,NA,23,85,1305,8f880ed4454e1fc3bbeff4b0655314f8878cbe22,2020-04-30T20:00:00Z,61,402,48379,48379,48379,05,2,13,2867,63,2930,2020-03-17,Middle,Arkansas,Republican,Republican,Republican,Republican,Appointed,TRUE,South,3017804,44,0.06728125839723847,0.019736842105263157,-0.042021962768797036,0.06446786507953971,0.033419023136246784,0.03389830508474576
AZ,2020-04-30,7648,64138,NA,755,1169,311,NA,194,NA,1499,eb3be7d08e6c0e46e5aa79eb92b2da29f2e6dc13,2020-04-30T20:00:00Z,320,1169,71786,71786,71786,04,16,38,2527,446,2973,2020-03-16,Early,Arizona,Republican,Republican,Republican,Republican,Appointed,TRUE,West,7278717,45,0.10653887944724598,0.0619272424326576,0.017947775704943034,0.043204045747169864,0.03359858532272325,0.05263157894736842
CA,2020-04-30,48917,576420,NA,4981,NA,1473,NA,NA,NA,NA,c7ce1d5139d266f5288852a7459f68b1844f7669,2020-04-30T20:00:00Z,1982,NA,625337,625337,625337,06,95,0,19781,2417,22198,2020-03-19,Late,California,Democrat,Democrat,Democrat,Democrat,Democrat,TRUE,West,39512223,42,0.0782250210686398,0.05197849462365591,0.014635719159548371,0.03680411978001754,NA,0.050344462109167994
CO,2020-04-30,14758,56301,NA,966,2621,NA,NA,NA,NA,2415,a73e7ba81f00367d2f86a71ecffd065d46405bb7,2020-04-30T20:00:00Z,766,2621,71059,71059,71059,08,6,11,1587,23,1610,2020-03-23,Late,Colorado,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,West,5758736,38,0.20768657031480883,0.0015609093993892093,-0.021131686465558307,0.023182479229362552,0.00421455938697318,0.007894736842105263
CT,2020-04-30,27700,69433,NA,1650,NA,NA,NA,NA,NA,NA,8c982109251aeeb06276f4d206d17f63e48fd061,2020-04-30T20:00:00Z,2257,NA,97133,97133,97133,09,89,0,1382,933,2315,2020-03-17,Middle,Connecticut,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,Northeast,3565287,44,0.28517599579957376,0.03485635297194306,0.010192311007135612,0.024415195427028625,NA,0.041051660516605165
DE,2020-04-30,4734,17086,NA,296,NA,NA,NA,NA,NA,1275,53cb88f60dbb28089a1b59e5e6720bad1632b50c,2020-04-30T20:00:00Z,152,NA,21820,21820,21820,10,8,0,203,79,282,2020-03-16,Early,Delaware,Democrat,Democrat,Democrat,Democrat,Democrat,TRUE,South,973764,45,0.21695692025664529,0.016970998925886143,0.0038277428485498964,0.013093137710093787,NA,0.05555555555555555
FL,2020-04-30,33690,348715,1187,NA,5795,NA,NA,NA,NA,NA,0ab34c1effbbf79f11fcf5cdbe3bddd988da96c4,2020-04-30T20:00:00Z,1290,5795,383592,382405,382405,12,50,171,8420,497,8917,2020-03-16,Early,Florida,Republican,Republican,Republican,Republican,Appointed,TRUE,South,21477737,45,0.08782769192266783,0.01497303648359594,-0.008449091673545678,0.023621711052996746,0.030405405405405407,0.04032258064516129
GA,2020-04-30,26155,122889,NA,NA,5156,NA,1171,NA,NA,NA,a92f06545bd7268404aa042e63dfc9ac978c167e,2020-04-30T20:00:00Z,1120,5156,149044,149044,149044,13,27,100,4522,583,5105,2020-03-18,Middle,Georgia,Republican,Republican,Republican,Republican,Appointed,TRUE,South,10617423,43,0.17548509165078768,0.022798373220710152,-0.012234136657750572,0.03546641285544571,0.01977848101265823,0.024702653247941447
HI,2020-04-30,613,30027,NA,NA,69,NA,NA,NA,NA,516,68f73080c79f2e818df1413c54fd4a538abcd024,2020-04-30T20:00:00Z,16,69,30640,30640,30640,15,0,0,1018,4,1022,2020-03-23,Late,Hawaii,Democrat,Democrat,Democrat,Appointed,Appointed,TRUE,West,1415872,38,0.020006527415143603,0.006568144499178982,-0.027006048134646975,0.03450604362212168,0,0
IA,2020-04-30,7145,35522,NA,335,NA,121,NA,86,NA,2697,d2f338abcdcba2e0fa0f8220d51dcce6426878ef,2020-04-30T20:00:00Z,162,NA,42667,42667,42667,19,14,0,1028,302,1330,2020-03-16,Early,Iowa,Republican,Republican,Republican,Democrat,Appointed,TRUE,North Central,3155070,45,0.1674596292216467,0.044132690340493934,0.011585369570802233,0.0321745651595423,NA,0.0945945945945946
ID,2020-04-30,1984,26709,NA,NA,175,NA,74,NA,NA,1121,d71ed4874cca182a42af73f00646d42c7a57319e,2020-04-30T20:00:00Z,60,175,28693,28693,28693,16,0,2,279,32,311,2020-03-23,Late,Idaho,Republican,Republican,Republican,Republican,Appointed,TRUE,West,1787065,38,0.0691457846861604,0.01639344262295082,0.005376880056352471,0.010957649214290748,0.011560693641618497,0
IL,2020-04-30,52918,216949,NA,4953,NA,1289,NA,785,NA,NA,2489b07c476ea4d77b5eaea38473635ac495e7cb,2020-04-30T20:00:00Z,2355,NA,269867,269867,269867,17,140,0,10637,2563,13200,2020-03-17,Middle,Illinois,Democrat,Democrat,Democrat,Democrat,Appointed,TRUE,North Central,12671821,44,0.19608918467244976,0.05089861979942409,-5.039649211597184e-4,0.051428504638305665,NA,0.06320541760722348
IN,2020-04-30,17835,77163,NA,1466,NA,549,NA,275,NA,NA,c8fc886c42fd5f1aa0265d49def26d5bab2ccd40,2020-04-30T20:00:00Z,1114,NA,94998,94998,94998,18,49,0,2795,653,3448,2020-03-19,Late,Indiana,Republican,Republican,Republican,Republican,Appointed,TRUE,North Central,6732219,42,0.18774079454304302,0.038004888837155165,3.2998383482705265e-4,0.037662479519388316,NA,0.046009389671361506
KS,2020-04-30,4238,27388,NA,NA,523,NA,201,NA,93,272,d3fd4b03deea5bba50128f2f4d0d4a63afa86279,2020-04-30T20:00:00Z,129,523,31626,31626,31626,20,4,8,1668,500,2168,2020-03-18,Middle,Kansas,Democrat,Republican,Republican,Republican,Republican,TRUE,North Central,2913314,43,0.1340036678682097,0.1337613697164259,0.056040677352594895,0.07359630660601535,0.015533980582524271,0.032
KY,2020-04-30,4539,49562,NA,325,1359,176,636,NA,NA,1668,fc2749c93869fe4e96d209c6c1182224d77c822d,2020-04-30T20:00:00Z,235,1359,54101,54101,54101,21,10,28,1526,164,1690,2020-03-16,Early,Kentucky,Democrat,Republican,Republican,Republican,Appointed,TRUE,South,4467673,45,0.08389863403633945,0.03748571428571429,0.00507687007405709,0.03224513937913797,0.021036814425244178,0.044444444444444446
LA,2020-04-30,28001,133308,NA,1601,NA,NA,NA,231,NA,17303,ffbb44fa1709b3abef868f24a275396faba60e7e,2020-04-30T20:00:00Z,1862,NA,161309,161309,161309,22,17,0,4400,341,4741,2020-03-16,Early,Louisiana,Democrat,Republican,Republican,Republican,Republican,TRUE,South,4648794,45,0.1735860987297671,0.01232827187274042,-0.01742486087375272,0.030280772571662153,NA,0.00921409214092141
